Latitude,Longitude,Applicant
37.712302604744394,-122.431644190373,Giant Burrito
37.752241668480295,-122.389188542589,F & C Catering
37.7720086564688,-122.399083845473,Mini Mobile Food Catering
37.748848056566295,-122.412618994655,Natan's Catering
37.7520745862084,-122.390144900822,Anas Goodies Catering
37.7271104333828,-122.388261288144,Liang Bai Ping
37.7679955456856,-122.387549426547,Two G's Catering
37.732134951922205,-122.375398078567,Park's Catering
37.735005299128396,-122.415417409745,Golden Catering
37.7476160722331,-122.401976975724,Park's Catering
37.7475862762565,-122.398865700796,May Catering
37.7806472100484,-122.39462918166201,Tacos El Ojo De Agua
37.7581699396153,-122.390900582667,Two G's Catering
37.780819486999505,-122.400050152139,Steve's Mobile Deli
37.7239799038929,-122.39590345491301,Anas Goodies Catering
37.7429898747753,-122.386773267176,F & C Catering
37.7763271477899,-122.39179682107701,May Catering
37.7618523975041,-122.38993209325001,Anas Goodies Catering
37.7923667868831,-122.40014830676701,Hiyaaa
37.749916469390996,-122.40113011221202,May Catering
37.7244132432963,-122.390157239611,Liang Bai Ping
37.7891192076677,-122.39588103933501,"Slider Shack, LLC."
37.7653706693171,-122.403907848212,Natan's Catering
37.7871828477154,-122.401234808851,"Casey's Pizza, LLC"
37.711632281194895,-122.390016333636,Golden Catering
37.7264851632165,-122.38323245870701,Liang Bai Ping
37.7631563932265,-122.42032223152599,Natan's Catering
37.7931486269835,-122.402567175578,Halal Cart of San Francisco
37.7748713162388,-122.39853170827601,F & C Catering
37.790947041923395,-122.39863358940399,"Halal Cart, LLC"
37.7931486269835,-122.402567175578,"Halal Cart, LLC"
37.74459119509171,-122.393076880858,Natan's Catering
37.7929489528347,-122.398098613167,Senor Sisig
37.792109338609,-122.39580386550199,"The Sandwich Stand, LLC."
37.7821536409986,-122.406601106839,Senor Sisig
37.7434400420051,-122.399932569577,May Catering
37.760086931987,-122.418806481101,Leo's Hot Dogs
37.7821536409986,-122.406601106839,Fresh Made Cafe
37.744889286143,-122.390971976935,Tacos El Primo
37.7940531837329,-122.397347693326,Halal Food
37.7298054805741,-122.39924710472401,Tacos El Primo
37.7631083253767,-122.413454890022,El Tonayense #60
37.7259304950399,-122.389215559421,Tacos El Primo
37.7302216813049,-122.402978526686,Tacos Santana
37.7445185826649,-122.398940846628,Tacos Santana
37.7424951959228,-122.391617595098,Tacos Santana
